"编号","开始答题时间","结束答题时间","答题时长","1.您在过去一年中绝大部分时间（指在9个月以上）居住在？","2.您现在有工作吗？","3.您的年龄是？","4.您的常住地在？","5.您有多少个孩子？","6.您一般每天会在家务劳动（如：买菜做饭、做卫生、照顾孩子等）上花费多少个小时？","7.除了睡觉时间外，您每天的闲暇时间（即没有事情做的时间）有多少个小时？","8.您现在希望拥有工作吗?","9.您想参加工作的主要原因是什么？:增加家庭收入，改善家庭经济条件","9.您想参加工作的主要原因是什么？:结识更多的人，拓宽社交圈子","9.您想参加工作的主要原因是什么？:获得社会认可，实现个人价值","9.您想参加工作的主要原因是什么？:学习新的技能，充实自身 ","9.您想参加工作的主要原因是什么？:响应政策鼓励，如政府扶持的乡村振兴项目或技能培训计划等","9.您想参加工作的主要原因是什么？:其他（请注明：____{fillblank-e7a9}）","9.您想参加工作的主要原因是什么？:其他（请注明：____{fillblank-e7a9}）[选项填空]","10.您不想参加工作的主要原因是什么？:需要全职照顾孩子/老人","10.您不想参加工作的主要原因是什么？:身体健康条件不允许","10.您不想参加工作的主要原因是什么？:认为自己作为女性不该外出工作","10.您不想参加工作的主要原因是什么？:周边没有适合的工作机会","10.您不想参加工作的主要原因是什么？:现有技能达不到工作要求","10.您不想参加工作的主要原因是什么？:家庭收入已经满足生活需求，无需再参与工作","10.您不想参加工作的主要原因是什么？:其他（请注明：____{fillblank-9dd1}）","10.您不想参加工作的主要原因是什么？:其他（请注明：____{fillblank-9dd1}）[选项填空]","11.您希望它是全职还是兼职工作？","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:稳定且可预期的收入","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:享受完整的员工福利（社保、医保、休假等）","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:更清晰的职业发展和晋升机会","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:深入参与工作，获得全面经验","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:看重工作稳定性和安全感","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:建立团队归属感","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:便于个人生活和财务规划","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:满足事业心和成就感","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:承担更重要的职责","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:其他（请注明：____{fillblank-832e}）","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:其他（请注明：____{fillblank-832e}）[选项填空]","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:追求工作与生活平衡","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:需要时间照顾家庭（育儿、养老等）","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:需要时间学习或深造","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:看重工作时间和地点的灵活性","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:同时从事多份工作或发展副业","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:减轻工作压力，保持身心健康","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:作为进入新行业或重返职场的过渡","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:已有其他主要收入来源","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:探索工作多样性或兴趣","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:避免职业倦怠，保持热情","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:身体状况/精力限制","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:增加收入但不愿承担全职责任","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:其他（请注明：____{fillblank-a8c1}）","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:其他（请注明：____{fillblank-a8c1}）[选项填空]","14.您希望它是线上的还是线下的？","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:节省通勤时间和成本","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:工作时间和地点更灵活自由","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:能更好地平衡工作和生活/家庭","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:可以跨地域工作（不受居住地限制）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:工作环境更舒适自在（如在家）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:减少外界干扰，更能专注任务","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:更便于安排个人事务（如看病、接送等）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:个人偏好（习惯/喜欢线上工作模式）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:其他（请注明：____{fillblank-e269}）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:其他（请注明：____{fillblank-e269}）[选项填空]","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:促进面对面沟通和团队协作","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:建立更紧密的同事关系和归属感","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:工作内容或性质需要特定场所/设备（如实验室、机器、门店）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:清晰分隔工作与生活空间","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:需要现场指导或管理","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:减少在家工作的干扰（如孩子、家务等）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:享受公司提供的办公环境和资源","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:个人偏好（习惯/喜欢线下工作氛围）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:工作性质要求必须线下完成（如制造、医护、服务等）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:其他（请注明：____{fillblank-2202}）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:其他（请注明：____{fillblank-2202}）[选项填空]","17.您最希望每周工作多少天？","18.您最希望每天工作多少个小时？","19.您最希望这份工作每个月的收入有多少元？","20.您觉得这份工作中的社会保险（如基本养老保险、基本医疗保险、失业保险、工伤保险和生育保险）重要吗？","21.您觉得这份工作中，签订劳动合同重要吗？","22.您的学历是？","23.您以前有参加过工作吗？","24.您的累计工作年限（即参加工作的年数）一共多少年？","25.阅读以下工作内容，选择最符合您的实际情况的选项","26.阅读以下工作内容，选择最符合您的实际情况的选项","27.阅读以下工作内容，选择最符合您的实际情况的选项","28.阅读以下工作内容，选择最符合您的实际情况的选项","29.阅读以下工作内容，选择最符合您的实际情况的选项","30.本题请选择3分的选项","31.阅读以下工作内容，选择最符合您的实际情况的选项","32.阅读以下工作内容，选择最符合您的实际情况的选项","33.阅读以下工作内容，选择最符合您的实际情况的选项","34.您会使用手机、电脑等来上网吗？","35.当您在网上搜索信息（如新闻、知识、解决方案）时，您评估信息来源可靠性和信息真实性的能力如何？","36.您使用在线工具或软件（如文档协作、项目管理、在线会议、专业软件/APP）与他人合作完成工作或学习任务的熟练程度如何？","37.您在互联网上创作和分享原创内容（如撰写博客/公众号/帖子、制作发布图片/视频、编写代码、设计作品等）的经验和能力如何？","38.您对保护个人隐私信息和防范网络安全风险（如诈骗、病毒、钓鱼链接）的意识和采取的措施如何？","39.当您在使用数字设备或网络服务遇到技术问题（如软件无法使用、网络连接故障、设备设置问题）时，您通常如何解决？","40.您懂用电脑或手机做什么工作？:进行修图、视频剪辑的工作","40.您懂用电脑或手机做什么工作？:在手机上销售自家商品（如农产品、手工品）","40.您懂用电脑或手机做什么工作？:通过直播介绍商品","40.您懂用电脑或手机做什么工作？:用手机记录数据（如大棚温度、农村路况）","40.您懂用电脑或手机做什么工作？:通过手机视频教别人手工、烹饪等技能","40.您懂用电脑或手机做什么工作？:进行语言类标注工作（如字幕制作、方言翻译等）","40.您懂用电脑或手机做什么工作？:做在线客服工作","40.您懂用电脑或手机做什么工作？:其他（请填写：____{fillblank-58e0}）","40.您懂用电脑或手机做什么工作？:其他（请填写：____{fillblank-58e0}）[选项填空]","41.以下软件中，您会使用哪些？:手机文件管理器","41.以下软件中，您会使用哪些？:PowerPoint（PPT）","41.以下软件中，您会使用哪些？:Word","41.以下软件中，您会使用哪些？:Excel","41.以下软件中，您会使用哪些？:WPS","41.以下软件中，您会使用哪些？:PS/美图秀秀/醒图等","41.以下软件中，您会使用哪些？:Pr/剪映/必剪等","41.以下软件中，您会使用哪些？:抖音/快手","41.以下软件中，您会使用哪些？:淘宝/京东/拼多多","41.以下软件中，您会使用哪些？:支付宝","41.以下软件中，您会使用哪些？:腾讯会议","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","自定义字段","IP","UA","Referrer",
"124","22-Aug-2025 22:33:05","22-Aug-2025 22:36:58","233","2","3","36","3","2","7","10","1","","1","","1","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","1","","","","","","","","5","8","	3600","1","1","4","1","9","5","3","5","3","5","4","2","4","4","1","1","2","3","2","3","","1","1","","","","1","","","","","","","1","","","1","1","1","","简体中文","未清洗","","中国","广西壮族自治区","南宁市","","117.181.99.8","mozilla/5.0 (linux; android 13; huaweinova 10  harmonyos; nco-al00; hmscore 6.10.0.312) applewebkit/537.36 (khtml, like gecko) chrome/99.0.4844.88 huaweibrowser/13.0.4.321 mobile safari/537.36","",
"123","22-Aug-2025 22:31:35","22-Aug-2025 22:34:36","181","2","3","30","3","3","7","4","1","","1","1","1","","","","","","","","","","","","1","","1","1","","","","","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","1","","1","","","","","","","","6","9","	6000","1","1","6","1","5","6","5","5","4","4","4","4","6","5","1","4","4","3","4","4","1","","","1","1","1","","","","1","1","1","1","1","","1","1","1","1","1","简体中文","未清洗","","中国","广西壮族自治区","梧州市","","117.140.115.224","Mozilla/5.0 (Linux; Android 13; zh-CN; OPPO FindN2flip Build/QKQ1.190910.002) AppleWebKit/537.36 (KHTML,  like Gecko) Chrome/78.0.3904.96 Mobile Safari/537.36","",
"122","22-Aug-2025 22:26:54","22-Aug-2025 22:29:45","171","2","3","40","2","3","3","6","1","","1","1","","1","","","","","","","","","","","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","","1","1","","","","","","5","9","	5500","1","2","5","1","7","4","5","5","4","4","4","4","5","4","1","4","3","3","3","3","1","","","1","","1","","","","1","1","1","1","","","1","1","1","1","1","简体中文","未清洗","","中国","山东省","淄博市","","27.212.254.224","Mozilla/5.0 (iPhone;iPhone 14 pro; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.40(0x18002831) NetType/4G Language/zh_CN","",
"121","22-Aug-2025 22:19:02","22-Aug-2025 22:29:31","629","2","3","28","3","2","11","4","1","","","1","1","","","","","","","","","","","","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","1","","","1","","","","","5","9","	3300","2","2","5","1","4","5","5","4","4","3","4","2","6","5","1","3","3","2","4","3","1","","","","1","","1","","","","1","1","1","","","1","1","1","","","简体中文","未清洗","","中国","海南省","三亚市","","112.66.4.113","mozilla/5.0 (linux; android 13; oppo Find X5 Pro/ v2199a; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.4.40.0","",
"120","22-Aug-2025 22:20:56","22-Aug-2025 22:24:45","229","2","3","38","3","3","6","5","1","1","1","1","","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","","","","1","1","","","5","10","	4500","2","1","5","1","8","4","4","5","4","3","4","3","5","4","1","3","3","3","3","4","1","","","1","","","","","","1","1","1","1","","","1","1","1","1","1","简体中文","未清洗","","中国","四川省","广元市","","182.131.204.172","mozilla/5.0 (linux; android 13;huawei Pura70Pro harmonyos; BAL-AL80; hmscore 6.11.0.332) applewebkit/537.36 (khtml, like gecko) chrome/99.0.4844.88 huaweibrowser/14.0.0.323 mobile safari/537.36","",
"119","22-Aug-2025 22:19:24","22-Aug-2025 22:24:41","317","2","3","46","3","4","10","7","2","","","","","","","","","1","","","1","","","","2","","","","","","","","","","","","","1","","1","","","","","","","","","","","2","","","","","","","","","","","","","","","1","1","","1","","","","5","6","	2300","2","2","3","1","10","1","2","3","1","3","4","3","3","1","1","2","1","2","2","2","","1","","","","","","","","","","","","","","","1","1","1","","简体中文","未清洗","","中国","贵州省","六盘水市","","117.188.210.219","mozilla/5.0 (linux; android 13;vivo  Y33s   /V2166A; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","https://wj.qq.com/s2/23441710/vnvk/",
"118","22-Aug-2025 22:17:49","22-Aug-2025 22:21:34","225","2","3","43","4","2","4","8","2","","","","","","","","","","","1","","1","","","2","","","","","","","","","","","","","","","","","1","","1","","","","","","","2","","","","","","","","","","","","","","1","","1","1","","","","","4","9","	3000","2","2","3","1","18","4","4","5","4","3","4","3","5","4","1","2","3","2","3","3","","","","1","1","1","","","","1","","","","","1","","1","1","1","","简体中文","未清洗","","中国","吉林省","白山市","","123.172.183.91","Mozilla/5.0 (iPhone;IPhone 12   CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.40(0x18002831) NetType/4G Language/zh_CN","",
"117","22-Aug-2025 22:17:26","22-Aug-2025 22:20:28","182","2","3","41","3","2","7","10","1","","1","1","","","","","","","","","","","","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","1","","","","","","","6","8","	3200","2","1","4","1","10","3","3","4","3","4","4","2","4","1","1","2","2","2","3","2","","1","1","","","","","","","","","","","","1","","1","1","1","","简体中文","未清洗","","中国","四川省","攀枝花市","","223.86.41.102","Mozilla/5.0 (iPhone;iPhone SE; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.40(0x18002831) NetType/4G Language/zh_CN","",
"116","22-Aug-2025 22:15:27","22-Aug-2025 22:18:10","163","2","3","32","1","3","6","5","1","","1","1","","1","","","","","","","","","","","1","","1","1","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","","1","1","","","","","5","8","	5000","1","1","6","1","5","5","5","5","6","5","4","4","6","5","1","3","4","3","4","4","1","1","","1","1","1","","","","1","1","1","1","1","","1","1","1","1","1","简体中文","未清洗","","中国","福建省","龙岩市","","121.206.97.112","mozilla/5.0 (linux; u; android 13;iQOO 10 zh-cn; v2254a build/tp1a.220624.014) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/100.0.4896.58 quark/6.1.3.240 mobile safari/537.36","",
"115","22-Aug-2025 22:07:37","22-Aug-2025 22:13:16","339","2","3","35","2","3","7","5","1","","1","1","1","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","1","","","","","","","","","","","1","","1","","1","","","1","","","","","","","","","","","","","","","5","9","	4000","3","2","5","1","7","4","4","5","4","4","4","3","6","4","1","3","3","3","4","3","1","","","1","1","","","","","1","1","1","1","1","1","","1","1","1","","简体中文","未清洗","","中国","山西省","阳泉市","","118.80.253.128","mozilla/5.0 (linux; android 13;vivo X 70 pro +  /V2145A; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","",
"114","22-Aug-2025 22:07:52","22-Aug-2025 22:11:23","211","2","3","50","3","3","10","6","2","","","","","","","","1","","","1","","","","","2","","","","","","","","","","","","","","","","1","","","1","","1","","","","","2","","","","","","","","","","","","","","","1","","1","","","","","7","5","	1800","2","4","3","1","15","1","2","2","1","3","4","3","3","1","1","1","1","2","2","1","","1","","","","","","","","","","","","","","","1","1","","","简体中文","未清洗","","中国","云南省","昆明市","","112.112.104.67","mozilla/5.0 (linux; android 13;vivo  X90 Pro  /v2049a; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","",
"113","22-Aug-2025 22:00:23","22-Aug-2025 22:10:56","633","2","3","49","3","2","3","7","1","","1","1","","1","","","","","","","","","","","2","","","","","","","","","","","","","","","1","","1","","","1","","","","","","2","","","","","","","","","","","","1","","","1","","1","","","","","6","10","	4000","2","2","4","2","0","3","4","4","3","3","4","4","4","3","1","2","2","3","3","2","","","","1","","","","","","","","","","","1","","1","1","","","简体中文","未清洗","","中国","内蒙古自治区","巴彦淖尔市","","39.154.109.250","mozilla/5.0 (linux; android 12; huawei mate 50 pro harmonyos; dco-al00; hmscore 6.10.0.312) applewebkit/537.36 (khtml, like gecko) chrome/99.0.4844.88 huaweibrowser/13.0.4.321 mobile safari/537.36","",
"112","22-Aug-2025 22:00:18","22-Aug-2025 22:05:21","303","2","3","39","3","3","10","6","1","1","","","","1","","","","","","","","","","","1","1","","","","","1","","","1","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","1","","","","","","","","5","9","	2900","2","2","4","1","12","4","4","4","2","3","4","4","4","4","1","1","2","3","2","2","","1","1","","","","","","","","","","","","1","1","1","1","","","简体中文","未清洗","","中国","西藏自治区","拉萨市","","36.162.185.68","mozilla/5.0 (linux; android 13;huawei Pura70 Ultra harmonyos; BAL-AL80; hmscore 6.11.0.332) applewebkit/537.36 (khtml, like gecko) chrome/99.0.4844.88 huaweibrowser/14.0.0.323 mobile safari/537.36","",
"111","22-Aug-2025 21:51:57","22-Aug-2025 22:03:21","684","2","3","31","4","3","6","6","1","1","","1","1","","","","","","","","","","","","1","","1","1","","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","1","","","1","","","","5","9","	5000","1","1","6","1","3","4","5","5","4","4","4","3","6","4","1","4","4","3","4","3","1","","","1","1","1","","","","1","1","1","1","1","","","1","1","1","1","简体中文","未清洗","","中国","辽宁省","丹东市","","223.102.175.125","mozilla/5.0 (linux; u; android 14; oneplus 12 zh-cn; v2254a build/tp1a.220624.014) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/100.0.4896.58 quark/6.1.3.240 mobile safari/537.36","",
"110","22-Aug-2025 21:58:34","22-Aug-2025 22:01:51","197","2","3","38","3","2","6","11","1","","","1","1","","","","","","","","","","","","1","","","","1","1","","","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","","","","","","1","1","","","","5","8","	4000","1","1","6","1","6","5","5","5","4","5","4","2","6","4","1","3","3","2","3","4","1","","1","","","1","1","","","1","1","1","1","","","1","1","1","1","1","简体中文","未清洗","","中国","陕西省","西安市","","111.19.7.77","mozilla/5.0 (linux; android 13;vivo  S16e /v2239a; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","",
"109","22-Aug-2025 21:49:33","22-Aug-2025 21:57:51","498","2","3","36","2","4","9","5","1","1","","1","1","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","","1","","","","","","","","","1","","","1","1","","","1","","","","","","","","","","","","","","","5","9","	4000","2","2","5","1","7","6","5","5","4","5","4","4","6","5","1","3","4","3","3","3","1","1","1","1","","1","","","","1","1","1","1","1","","1","1","1","1","1","简体中文","未清洗","","中国","湖南省","岳阳市","","42.48.202.157","Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1","",
"108","22-Aug-2025 21:52:23","22-Aug-2025 21:55:32","189","2","3","31","3","2","6","7","2","","","","","","","","1","","","1","","","","","2","","","","","","","","","","","","","1","","1","","","1","","","","","","","","2","","","","","","","","","","","","1","","1","","1","","","","","","5","8","	3200","1","2","6","1","4","4","5","5","4","4","4","3","5","3","1","2","3","3","3","2","","1","1","","","","","","","","","","","1","1","1","1","1","1","","简体中文","未清洗","","中国","新疆维吾尔自治区","乌鲁木齐市","","112.43.20.99","Mozilla/5.0 (Linux; Android 14; Motorola Edge+ Build/RRFS31.Q1-59-76-2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.4515.159 Mobile Safari/537.36 EdgW/1.0","",
"107","22-Aug-2025 21:39:40","22-Aug-2025 21:50:14","634","2","3","30","3","2","8","10","2","","","","","","","","1","","","1","","1","","","2","","","","","","","","","","","","","1","","","","","","1","","","","","","","1","","1","","","1","","","","","","","","","","","","","","","","","4","6","	1400","3","4","5","1","3","2","3","5","2","3","4","4","7","3","1","2","3","3","2","2","1","1","1","1","","","","","","","","","","1","1","1","1","1","","","简体中文","未清洗","","中国","新疆维吾尔自治区","乌鲁木齐市","","112.43.20.77","Mozilla/5.0 (Linux; Android 14; Motorola Edge+ Build/RRFS31.Q1-59-76-2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.4515.159 Mobile Safari/537.36 EdgW/1.0","",
"106","22-Aug-2025 21:43:34","22-Aug-2025 21:48:24","290","2","3","28","2","2","5","7","1","1","","1","1","","","","","","","","","","","","1","","1","1","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","1","","","1","","","","","","","5","8","	6000","1","1","6","1","3","6","5","5","5","5","4","4","6","5","1","4","4","3","4","4","1","1","","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","简体中文","未清洗","","中国","湖南省","衡阳市","","120.227.162.254","Mozilla/5.0 (Linux; U; Android 14; zh-Hans-CN; ELZ-AN00 Build/HONORELZ-AN00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.80 Quark/7.15.1.890 Mobile Safari/537.36","",
"105","22-Aug-2025 21:39:14","22-Aug-2025 21:45:13","359","2","3","42","2","3","7","5","1","1","1","","1","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","","","","","1","1","","","","","5","9","	6500","2","1","4","1","12","4","5","4","4","3","4","3","5","4","1","3","3","3","3","4","1","1","","1","1","","","","","1","1","1","1","","1","1","1","1","1","1","简体中文","未清洗","","中国","安徽省","淮北市","","120.243.163.47","Mozilla/5.0 (iPhone;iPhone 13 mini CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.40(0x18002831) NetType/4G Language/zh_CN","",
"104","22-Aug-2025 21:38:29","22-Aug-2025 21:45:08","399","2","3","47","3","4","8","7","2","","","","","","","","1","","","1","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","1","1","","1","","","","5","9","	3500","1","1","4","1","12","2","4","5","2","2","4","2","4","2","1","2","1","2","2","1","","","1","","","","","","","","","","","","1","","1","1","","","简体中文","未清洗","","中国","青海省","西宁市","","110.167.210.142","Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1","",
"103","22-Aug-2025 21:37:17","22-Aug-2025 21:40:48","211","2","3","27","3","2","13","2","2","","","","","","","","1","1","","","","","","","2","","","","","","","","","","","","","1","","","","","","","","","1","","","","1","","1","1","","1","","","","","","","","","","","","","","","","","5","5","	1600","3","3","6","1","2","5","4","5","4","3","4","2","6","4","1","3","4","4","3","3","1","","","","","1","1","","","","1","1","1","1","1","","1","1","1","1","简体中文","未清洗","","中国","宁夏回族自治区","银川市","","111.49.59.133","Mozilla/5.0 (Linux; Android 11; M2007J17C Build/RKQ1.200826.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.3809.89 Mobile Safari/537.36 T7/13.4 SP-engine/2.42.0 baiduboxapp/13.4.0.12 (Baidu; P1 11) NABar/1.0","",
"102","22-Aug-2025 21:34:44","22-Aug-2025 21:40:05","321","2","3","31","2","4","6","5","1","1","1","","1","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","1","","","","","","","","","","","1","","","1","1","","","1","","","","","","","","","","","","","","","6","10","	4500","2","1","6","1","6","5","5","5","4","5","4","3","6","4","1","4","4","3","4","3","1","1","","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","简体中文","未清洗","","中国","湖北省","荆门市","","111.182.82.134","mozilla/5.0 (linux; android 13; vivo x80 /v2183a; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","",
"101","22-Aug-2025 21:30:43","22-Aug-2025 21:36:23","340","2","3","38","3","3","7","4","1","1","","","1","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","1","1","","","","","","","6","9","	5000","1","1","5","1","9","4","4","5","4","4","4","3","4","4","1","2","2","2","3","3","","","","1","","","","","","1","","","","","1","","1","1","1","","简体中文","未清洗","","中国","内蒙古自治区","包头市","","1.25.121.100","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36","",
"100","22-Aug-2025 21:26:06","22-Aug-2025 21:33:07","421","2","3","47","2","2","6","8","1","1","1","","","","","","","","","","","","","","1","","1","","","1","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","1","","","","","","","6","8","	3600","1","2","5","1","9","3","3","5","4","3","4","3","4","2","1","2","2","3","3","3","","1","1","","1","","","","","","","1","","","","","1","1","1","","简体中文","未清洗","","中国","湖北省","武汉市","","117.151.88.1","mozilla/5.0 (linux; u; android 13;iQOO 10 pro zh-cn; v2254a build/tp1a.220624.014) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/100.0.4896.58 quark/6.1.3.240 mobile safari/537.36","https://wj.qq.com/s2/23441710/vnvk/",
"99","22-Aug-2025 21:25:59","22-Aug-2025 21:32:35","396","2","3","45","1","3","7","5","1","1","","","1","1","","","","","","","","","","","2","","","","","","","","","","","","1","1","","1","","","","","","","","","","","2","","","","","","","","","","","1","1","","","","1","","","","","","5","10","	5000","2","1","4","1","10","4","4","4","3","4","4","3","5","4","1","2","3","2","3","3","1","","","1","1","","","","","1","1","1","1","","1","","1","1","1","","简体中文","未清洗","","中国","浙江省","嘉兴市","","101.68.224.91","Mozilla/5.0 (iPhone;iPhone SE; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.40(0x18002831) NetType/4G Language/zh_CN","",
"98","22-Aug-2025 21:25:21","22-Aug-2025 21:28:34","193","2","3","34","3","4","8","5","1","1","1","","1","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","1","","","","","","","","","","","1","","1","1","1","","","","","","","","","","","","","","","","","","5","9","	4000","2","2","5","1","5","5","5","5","4","4","4","3","6","4","1","3","4","3","4","4","1","","","1","1","","","","","1","1","1","1","1","1","","1","1","1","1","简体中文","未清洗","","中国","贵州省","安顺市","","117.189.197.130","Mozilla/5.0 (Windows; U; Windows NT 5.2; zh-CN) AppleWebKit/605.1.15 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36 UCBrowser/18.0.0.2702  AliApp(TUnionSDK/0.1.20.4)","",
